row_idx,user_id,session_id,window_idx,window_start,window_end,dual_task_file,dual_task_available,dual_task_count,reaction_time_mean,reaction_time_median,reaction_time_std,reaction_time_min,reaction_time_max,miss_count,error_count,success_count,miss_rate,error_rate,success_rate,dual_task_load_absolute_prelim,dual_task_load_relative_prelim
126,None,session_20260516_164308_06d3f7,11,1778947508.3584187,1778947628.3584187,data\session_20260516_164308_06d3f7\raw\dual_task.csv,true,1,1661.53,1661.53,0.0,1661.53,1661.53,0,0,1,0.0,0.0,1.0,0.2852015446503483,0.2852015449860738
127,None,session_20260516_164308_06d3f7,12,1778947628.3584187,1778947748.3584187,data\session_20260516_164308_06d3f7\raw\dual_task.csv,true,1,nan,nan,nan,nan,nan,1,0,0,1.0,0.0,0.0,0.25,0.25
128,None,session_20260516_164308_06d3f7,13,1778947748.3584187,1778947868.3584187,data\session_20260516_164308_06d3f7\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
129,None,session_20260516_164308_06d3f7,14,1778947868.3584187,1778947988.3584187,data\session_20260516_164308_06d3f7\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
130,None,session_20260516_164308_06d3f7,15,1778947988.3584187,1778947988.4295266,data\session_20260516_164308_06d3f7\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
131,None,session_20260517_082843_bea015,0,1779002923.7991269,1779003043.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
132,None,session_20260517_082843_bea015,1,1779003043.7991269,1779003163.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
133,None,session_20260517_082843_bea015,2,1779003163.7991269,1779003283.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,true,1,1949.38,1949.38,0.0,1949.38,1949.38,0,0,1,0.0,0.0,1.0,0.3414414336833155,0.34144143275365085
134,None,session_20260517_082843_bea015,3,1779003283.7991269,1779003403.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
135,None,session_20260517_082843_bea015,4,1779003403.7991269,1779003523.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
136,None,session_20260517_082843_bea015,5,1779003523.7991269,1779003643.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
137,None,session_20260517_082843_bea015,6,1779003643.7991269,1779003763.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
138,None,session_20260517_082843_bea015,7,1779003763.7991269,1779003883.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
139,None,session_20260517_082843_bea015,8,1779003883.7991269,1779004003.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
140,None,session_20260517_082843_bea015,9,1779004003.7991269,1779004123.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
141,None,session_20260517_082843_bea015,10,1779004123.7991269,1779004243.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
142,None,session_20260517_082843_bea015,11,1779004243.7991269,1779004363.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
143,None,session_20260517_082843_bea015,12,1779004363.7991269,1779004483.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
144,None,session_20260517_082843_bea015,13,1779004483.7991269,1779004603.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
145,None,session_20260517_082843_bea015,14,1779004603.7991269,1779004723.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
146,None,session_20260517_082843_bea015,15,1779004723.7991269,1779004843.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
147,None,session_20260517_082843_bea015,16,1779004843.7991269,1779004963.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
148,None,session_20260517_082843_bea015,17,1779004963.7991269,1779005083.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
149,None,session_20260517_082843_bea015,18,1779005083.7991269,1779005203.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
150,None,session_20260517_082843_bea015,19,1779005203.7991269,1779005323.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
151,None,session_20260517_082843_bea015,20,1779005323.7991269,1779005443.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
152,None,session_20260517_082843_bea015,21,1779005443.7991269,1779005563.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
153,None,session_20260517_082843_bea015,22,1779005563.7991269,1779005683.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
154,None,session_20260517_082843_bea015,23,1779005683.7991269,1779005803.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
155,None,session_20260517_082843_bea015,24,1779005803.7991269,1779005923.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
156,None,session_20260517_082843_bea015,25,1779005923.7991269,1779006043.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
157,None,session_20260517_082843_bea015,26,1779006043.7991269,1779006163.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
158,None,session_20260517_082843_bea015,27,1779006163.7991269,1779006283.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
159,None,session_20260517_082843_bea015,28,1779006283.7991269,1779006403.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
160,None,session_20260517_082843_bea015,29,1779006403.7991269,1779006523.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
161,None,session_20260517_082843_bea015,30,1779006523.7991269,1779006643.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
162,None,session_20260517_082843_bea015,31,1779006643.7991269,1779006763.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
163,None,session_20260517_082843_bea015,32,1779006763.7991269,1779006883.7991269,data\session_20260517_082843_bea015\raw\dual_task.csv,true,1,1219.4,1219.4,0.0,1219.4,1219.4,0,0,1,0.0,0.0,1.0,0.20209482896882333,0.20209483103207038
164,None,session_20260517_082843_bea015,33,1779006883.7991269,1779006951.2934897,data\session_20260517_082843_bea015\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
165,None,session_20260517_094738_ce576d,0,1779007658.0434892,1779007778.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
166,None,session_20260517_094738_ce576d,1,1779007778.0434892,1779007898.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
167,None,session_20260517_094738_ce576d,2,1779007898.0434892,1779008018.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,true,1,1203.13,1203.13,0.0,1203.13,1203.13,0,0,1,0.0,0.0,1.0,0.19925048743180737,0.1992504895449612
168,None,session_20260517_094738_ce576d,3,1779008018.0434892,1779008138.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
169,None,session_20260517_094738_ce576d,4,1779008138.0434892,1779008258.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
170,None,session_20260517_094738_ce576d,5,1779008258.0434892,1779008378.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,true,1,960.29,960.29,0.0,960.29,960.29,0,0,1,0.0,0.0,1.0,0.15940862583840987,0.1594086285426178
171,None,session_20260517_094738_ce576d,6,1779008378.0434892,1779008498.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
172,None,session_20260517_094738_ce576d,7,1779008498.0434892,1779008618.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
173,None,session_20260517_094738_ce576d,8,1779008618.0434892,1779008738.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
174,None,session_20260517_094738_ce576d,9,1779008738.0434892,1779008858.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
175,None,session_20260517_094738_ce576d,10,1779008858.0434892,1779008978.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
176,None,session_20260517_094738_ce576d,11,1779008978.0434892,1779009098.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,true,1,1579.36,1579.36,0.0,1579.36,1579.36,0,0,1,0.0,0.0,1.0,0.26916494638166133,0.26916494707739336
177,None,session_20260517_094738_ce576d,12,1779009098.0434892,1779009218.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
178,None,session_20260517_094738_ce576d,13,1779009218.0434892,1779009338.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,true,1,2479.15,2479.15,0.0,2479.15,2479.15,0,0,1,0.0,0.0,1.0,0.4352526144378014,0.43525261179946145
179,None,session_20260517_094738_ce576d,14,1779009338.0434892,1779009458.0434892,data\session_20260517_094738_ce576d\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
180,None,session_20260517_094738_ce576d,15,1779009458.0434892,1779009458.2277896,data\session_20260517_094738_ce576d\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
181,None,session_20260517_095040_ccf2be,0,1779007840.1985314,1779007960.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
182,None,session_20260517_095040_ccf2be,1,1779007960.1985314,1779008080.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
183,None,session_20260517_095040_ccf2be,2,1779008080.1985314,1779008200.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,true,1,2356.19,2356.19,0.0,2356.19,2356.19,0,0,1,0.0,0.0,1.0,0.4153374051418173,0.4153374027873769
184,None,session_20260517_095040_ccf2be,3,1779008200.1985314,1779008320.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
185,None,session_20260517_095040_ccf2be,4,1779008320.1985314,1779008440.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,true,1,1995.17,1995.17,0.0,1995.17,1995.17,0,0,1,0.0,0.0,1.0,0.350221635849182,0.3502216347294178
186,None,session_20260517_095040_ccf2be,5,1779008440.1985314,1779008560.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
187,None,session_20260517_095040_ccf2be,6,1779008560.1985314,1779008680.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,true,1,1145.87,1145.87,0.0,1145.87,1145.87,0,0,1,0.0,0.0,1.0,0.18940417467882745,0.1894041769576653
188,None,session_20260517_095040_ccf2be,7,1779008680.1985314,1779008800.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
189,None,session_20260517_095040_ccf2be,8,1779008800.1985314,1779008920.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
190,None,session_20260517_095040_ccf2be,9,1779008920.1985314,1779009040.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
191,None,session_20260517_095040_ccf2be,10,1779009040.1985314,1779009160.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
192,None,session_20260517_095040_ccf2be,11,1779009160.1985314,1779009280.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
193,None,session_20260517_095040_ccf2be,12,1779009280.1985314,1779009400.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
194,None,session_20260517_095040_ccf2be,13,1779009400.1985314,1779009520.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
195,None,session_20260517_095040_ccf2be,14,1779009520.1985314,1779009640.1985314,data\session_20260517_095040_ccf2be\raw\dual_task.csv,true,1,2281.92,2281.92,0.0,2281.92,2281.92,0,0,1,0.0,0.0,1.0,0.4026836224609924,0.40268362031441046
196,None,session_20260517_095040_ccf2be,15,1779009640.1985314,1779009640.2027934,data\session_20260517_095040_ccf2be\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
197,None,session_20260517_105229_cb660e,0,1779011549.8247652,1779011669.8247652,data\session_20260517_105229_cb660e\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
198,None,session_20260517_105229_cb660e,1,1779011669.8247652,1779011789.8247652,data\session_20260517_105229_cb660e\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
199,None,session_20260517_105229_cb660e,2,1779011789.8247652,1779011789.9627109,data\session_20260517_105229_cb660e\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
200,None,session_20260517_113407_c4efba,0,1779014047.2487798,1779014167.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
201,None,session_20260517_113407_c4efba,1,1779014167.2487798,1779014287.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
202,None,session_20260517_113407_c4efba,2,1779014287.2487798,1779014407.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,true,1,2485.55,2485.55,0.0,2485.55,2485.55,0,0,1,0.0,0.0,1.0,0.43625192476828584,0.436251922117264
203,None,session_20260517_113407_c4efba,3,1779014407.2487798,1779014527.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
204,None,session_20260517_113407_c4efba,4,1779014527.2487798,1779014647.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,true,1,1779.5,1779.5,0.0,1779.5,1779.5,0,0,1,0.0,0.0,1.0,0.30835045595669136,0.3083504557670386
205,None,session_20260517_113407_c4efba,5,1779014647.2487798,1779014767.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
206,None,session_20260517_113407_c4efba,6,1779014767.2487798,1779014887.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,true,1,2044.6,2044.6,0.0,2044.6,2044.6,0,0,1,0.0,0.0,1.0,0.3596010220726685,0.35960102075425365
207,None,session_20260517_113407_c4efba,7,1779014887.2487798,1779015007.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
208,None,session_20260517_113407_c4efba,8,1779015007.2487798,1779015127.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,true,1,2941.35,2941.35,0.0,2941.35,2941.35,0,0,1,0.0,0.0,1.0,0.49722706207218187,0.49722705902108205
209,None,session_20260517_113407_c4efba,9,1779015127.2487798,1779015247.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
210,None,session_20260517_113407_c4efba,10,1779015247.2487798,1779015367.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,true,1,2220.45,2220.45,0.0,2220.45,2220.45,0,0,1,0.0,0.0,1.0,0.3918852778572279,0.3918852759024159
211,None,session_20260517_113407_c4efba,11,1779015367.2487798,1779015487.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
212,None,session_20260517_113407_c4efba,12,1779015487.2487798,1779015607.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,true,1,1533.36,1533.36,0.0,1533.36,1533.36,0,0,1,0.0,0.0,1.0,0.26025864004027033,0.2602586409327269
213,None,session_20260517_113407_c4efba,13,1779015607.2487798,1779015727.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
214,None,session_20260517_113407_c4efba,14,1779015727.2487798,1779015847.2487798,data\session_20260517_113407_c4efba\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
215,None,session_20260517_113407_c4efba,15,1779015847.2487798,1779015847.5199397,data\session_20260517_113407_c4efba\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
216,None,session_20260517_121410_2c55a5,0,1779016451.0911162,1779016571.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
217,None,session_20260517_121410_2c55a5,1,1779016571.0911162,1779016691.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
218,None,session_20260517_121410_2c55a5,2,1779016691.0911162,1779016811.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,true,1,1266.48,1266.48,0.0,1266.48,1266.48,0,0,1,0.0,0.0,1.0,0.21043556124395993,0.2104355631559928
219,None,session_20260517_121410_2c55a5,3,1779016811.0911162,1779016931.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
220,None,session_20260517_121410_2c55a5,4,1779016931.0911162,1779017051.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,true,1,915.77,915.77,0.0,915.77,915.77,0,0,1,0.0,0.0,1.0,0.15268081300880837,0.15268081578917062
221,None,session_20260517_121410_2c55a5,5,1779017051.0911162,1779017171.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
222,None,session_20260517_121410_2c55a5,6,1779017171.0911162,1779017291.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,true,1,900.13,900.13,0.0,900.13,900.13,0,0,1,0.0,0.0,1.0,0.1503621989582524,0.15036220176300438
223,None,session_20260517_121410_2c55a5,7,1779017291.0911162,1779017411.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
224,None,session_20260517_121410_2c55a5,8,1779017411.0911162,1779017531.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
225,None,session_20260517_121410_2c55a5,9,1779017531.0911162,1779017651.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,true,1,1636.84,1636.84,0.0,1636.84,1636.84,0,0,1,0.0,0.0,1.0,0.2803697982044946,0.28036979864928524
226,None,session_20260517_121410_2c55a5,10,1779017651.0911162,1779017771.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
227,None,session_20260517_121410_2c55a5,11,1779017771.0911162,1779017891.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
228,None,session_20260517_121410_2c55a5,12,1779017891.0911162,1779018011.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,true,1,1463.45,1463.45,0.0,1463.45,1463.45,0,0,1,0.0,0.0,1.0,0.24686342360161376,0.24686342478364348
229,None,session_20260517_121410_2c55a5,13,1779018011.0911162,1779018131.0911162,data\session_20260517_121410_2c55a5\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
230,None,session_20260517_121410_2c55a5,14,1779018131.0911162,1779018250.99784,data\session_20260517_121410_2c55a5\raw\dual_task.csv,true,1,nan,nan,nan,nan,nan,1,0,0,1.0,0.0,0.0,0.25,0.25
231,None,session_20260517_134333_aeb7dc,0,1779021813.3752756,1779021933.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
232,None,session_20260517_134333_aeb7dc,1,1779021933.3752756,1779022053.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
233,None,session_20260517_134333_aeb7dc,2,1779022053.3752756,1779022173.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
234,None,session_20260517_134333_aeb7dc,3,1779022173.3752756,1779022293.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
235,None,session_20260517_134333_aeb7dc,4,1779022293.3752756,1779022413.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
236,None,session_20260517_134333_aeb7dc,5,1779022413.3752756,1779022533.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
237,None,session_20260517_134333_aeb7dc,6,1779022533.3752756,1779022653.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
238,None,session_20260517_134333_aeb7dc,7,1779022653.3752756,1779022773.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
239,None,session_20260517_134333_aeb7dc,8,1779022773.3752756,1779022893.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
240,None,session_20260517_134333_aeb7dc,9,1779022893.3752756,1779023013.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
241,None,session_20260517_134333_aeb7dc,10,1779023013.3752756,1779023133.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
242,None,session_20260517_134333_aeb7dc,11,1779023133.3752756,1779023253.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
243,None,session_20260517_134333_aeb7dc,12,1779023253.3752756,1779023373.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
244,None,session_20260517_134333_aeb7dc,13,1779023373.3752756,1779023493.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
245,None,session_20260517_134333_aeb7dc,14,1779023493.3752756,1779023613.3752756,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
246,None,session_20260517_134333_aeb7dc,15,1779023613.3752756,1779023613.6599777,data\session_20260517_134333_aeb7dc\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
247,None,session_20260518_171548_c29868,0,1779120948.3052857,1779121068.3052857,data\session_20260518_171548_c29868\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
248,None,session_20260518_171548_c29868,1,1779121068.3052857,1779121188.3052857,data\session_20260518_171548_c29868\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
249,None,session_20260518_171548_c29868,2,1779121188.3052857,1779121308.3052857,data\session_20260518_171548_c29868\raw\dual_task.csv,true,1,2074.05,2074.05,0.0,2074.05,2074.05,0,0,1,0.0,0.0,1.0,0.36513334826184235,0.3651333468287491
250,None,session_20260518_171548_c29868,3,1779121308.3052857,1779121428.3052857,data\session_20260518_171548_c29868\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
251,None,session_20260518_171548_c29868,4,1779121428.3052857,1779121548.3052857,data\session_20260518_171548_c29868\raw\dual_task.csv,false,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan
