row_idx,session_id,user_id,device_id,window_id,window_start,window_end,graph_path,mouse_n_native_embeddings,keyboard_n_native_embeddings,notif_source,switching_graph_id,fallback_mouse,fallback_keyboard,fallback_notif,fallback_switching,fallback_reason_mouse,fallback_reason_keyboard,fallback_reason_notif,fallback_reason_switching
190,session_20260517_095040_ccf2be,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000009,1779008920.1985314,1779009040.1985314,data\session_20260517_095040_ccf2be\data_graph\data_graph_120s\graph_010.json,0,0,onnx,w000009,True,True,False,False,few_events(0),few_keystrokes(0),,
191,session_20260517_095040_ccf2be,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000010,1779009040.1985314,1779009160.1985314,data\session_20260517_095040_ccf2be\data_graph\data_graph_120s\graph_011.json,0,0,onnx,w000010,True,True,False,False,few_events(0),few_keystrokes(0),,
192,session_20260517_095040_ccf2be,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000011,1779009160.1985314,1779009280.1985314,data\session_20260517_095040_ccf2be\data_graph\data_graph_120s\graph_012.json,0,0,onnx,w000011,True,True,False,False,few_events(0),few_keystrokes(0),,
193,session_20260517_095040_ccf2be,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000012,1779009280.1985314,1779009400.1985314,data\session_20260517_095040_ccf2be\data_graph\data_graph_120s\graph_013.json,0,0,onnx,w000012,True,True,False,False,few_events(0),few_keystrokes(0),,
194,session_20260517_095040_ccf2be,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000013,1779009400.1985314,1779009520.1985314,data\session_20260517_095040_ccf2be\data_graph\data_graph_120s\graph_014.json,22,0,onnx,w000013,False,True,False,False,,few_keystrokes(1),,
195,session_20260517_095040_ccf2be,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000014,1779009520.1985314,1779009640.1985314,data\session_20260517_095040_ccf2be\data_graph\data_graph_120s\graph_015.json,13,3,onnx,w000014,False,False,False,False,,,,
196,session_20260517_095040_ccf2be,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000015,1779009640.1985314,1779009640.2027934,data\session_20260517_095040_ccf2be\data_graph\data_graph_120s\graph_016.json,0,0,onnx,w000015,True,True,False,False,few_events(0),few_keystrokes(0),,
197,session_20260517_105229_cb660e,dem,browser_mp03ekmbeazr37,w000000,1779011549.8247652,1779011669.8247652,data\session_20260517_105229_cb660e\data_graph\data_graph_120s\graph_001.json,18,1,onnx,w000000,False,False,False,False,,,,
198,session_20260517_105229_cb660e,dem,browser_mp03ekmbeazr37,w000001,1779011669.8247652,1779011789.8247652,data\session_20260517_105229_cb660e\data_graph\data_graph_120s\graph_002.json,6,30,onnx,w000001,False,False,False,False,,,,
199,session_20260517_105229_cb660e,dem,browser_mp03ekmbeazr37,w000002,1779011789.8247652,1779011789.9627109,data\session_20260517_105229_cb660e\data_graph\data_graph_120s\graph_003.json,0,0,onnx,w000002,True,True,False,False,few_events(1),few_keystrokes(0),,
200,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000000,1779014047.2487798,1779014167.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_001.json,8,1,onnx,w000000,False,False,False,False,,,,
201,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000001,1779014167.2487798,1779014287.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_002.json,0,0,onnx,w000001,True,True,False,False,few_events(0),few_keystrokes(0),,
202,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000002,1779014287.2487798,1779014407.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_003.json,1,0,onnx,w000002,False,True,False,False,,few_keystrokes(0),,
203,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000003,1779014407.2487798,1779014527.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_004.json,16,0,onnx,w000003,False,True,False,False,,few_keystrokes(1),,
204,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000004,1779014527.2487798,1779014647.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_005.json,10,1,onnx,w000004,False,False,False,False,,,,
205,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000005,1779014647.2487798,1779014767.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_006.json,3,0,onnx,w000005,False,True,False,False,,few_keystrokes(2),,
206,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000006,1779014767.2487798,1779014887.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_007.json,1,0,onnx,w000006,False,True,False,False,,few_keystrokes(1),,
207,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000007,1779014887.2487798,1779015007.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_008.json,0,0,onnx,w000007,True,True,False,False,few_events(0),few_keystrokes(1),,
208,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000008,1779015007.2487798,1779015127.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_009.json,13,0,onnx,w000008,False,True,False,False,,few_keystrokes(2),,
209,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000009,1779015127.2487798,1779015247.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_010.json,0,0,onnx,w000009,True,True,False,False,few_events(0),few_keystrokes(2),,
210,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000010,1779015247.2487798,1779015367.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_011.json,1,0,onnx,w000010,False,True,False,False,,few_keystrokes(2),,
211,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000011,1779015367.2487798,1779015487.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_012.json,8,0,onnx,w000011,False,True,False,False,,few_keystrokes(4),,
212,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000012,1779015487.2487798,1779015607.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_013.json,14,0,onnx,w000012,False,True,False,False,,few_keystrokes(0),,
213,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000013,1779015607.2487798,1779015727.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_014.json,9,6,onnx,w000013,False,False,False,False,,,,
214,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000014,1779015727.2487798,1779015847.2487798,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_015.json,12,4,onnx,w000014,False,False,False,False,,,,
215,session_20260517_113407_c4efba,dem,browser_mp03ekmbeazr37,w000015,1779015847.2487798,1779015847.5199397,data\session_20260517_113407_c4efba\data_graph\data_graph_120s\graph_016.json,0,0,onnx,w000015,True,True,False,False,few_events(11),few_keystrokes(0),,
216,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000000,1779016451.0911162,1779016571.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_001.json,20,0,onnx,w000000,False,True,False,False,,few_keystrokes(0),,
217,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000001,1779016571.0911162,1779016691.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_002.json,22,0,onnx,w000001,False,True,False,False,,few_keystrokes(0),,
218,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000002,1779016691.0911162,1779016811.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_003.json,20,0,onnx,w000002,False,True,False,False,,few_keystrokes(0),,
219,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000003,1779016811.0911162,1779016931.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_004.json,17,0,onnx,w000003,False,True,False,False,,few_keystrokes(0),,
220,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000004,1779016931.0911162,1779017051.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_005.json,13,0,onnx,w000004,False,True,False,False,,few_keystrokes(0),,
221,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000005,1779017051.0911162,1779017171.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_006.json,12,0,onnx,w000005,False,True,False,False,,few_keystrokes(0),,
222,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000006,1779017171.0911162,1779017291.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_007.json,18,0,onnx,w000006,False,True,False,False,,few_keystrokes(0),,
223,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000007,1779017291.0911162,1779017411.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_008.json,14,0,onnx,w000007,False,True,False,False,,few_keystrokes(0),,
224,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000008,1779017411.0911162,1779017531.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_009.json,18,0,onnx,w000008,False,True,False,False,,few_keystrokes(0),,
225,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000009,1779017531.0911162,1779017651.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_010.json,15,0,onnx,w000009,False,True,False,False,,few_keystrokes(0),,
226,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000010,1779017651.0911162,1779017771.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_011.json,8,0,onnx,w000010,False,True,False,False,,few_keystrokes(0),,
227,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000011,1779017771.0911162,1779017891.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_012.json,0,0,onnx,w000011,True,True,False,False,few_events(0),few_keystrokes(0),,
228,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000012,1779017891.0911162,1779018011.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_013.json,5,0,onnx,w000012,False,True,False,False,,few_keystrokes(0),,
229,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000013,1779018011.0911162,1779018131.0911162,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_014.json,6,14,onnx,w000013,False,False,False,False,,,,
230,session_20260517_121410_2c55a5,dem,browser_mp03ekmbeazr37,w000014,1779018131.0911162,1779018250.99784,data\session_20260517_121410_2c55a5\data_graph\data_graph_120s\graph_015.json,5,6,onnx,w000014,False,False,False,False,,,,
231,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000000,1779021813.3752756,1779021933.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_001.json,58,0,onnx,w000000,False,True,False,False,,few_keystrokes(0),,
232,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000001,1779021933.3752756,1779022053.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_002.json,42,0,onnx,w000001,False,True,False,False,,few_keystrokes(0),,
233,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000002,1779022053.3752756,1779022173.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_003.json,58,1,onnx,w000002,False,False,False,False,,,,
234,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000003,1779022173.3752756,1779022293.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_004.json,43,1,onnx,w000003,False,False,False,False,,,,
235,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000004,1779022293.3752756,1779022413.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_005.json,40,1,onnx,w000004,False,False,False,False,,,,
236,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000005,1779022413.3752756,1779022533.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_006.json,42,1,onnx,w000005,False,False,False,False,,,,
237,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000006,1779022533.3752756,1779022653.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_007.json,1,0,onnx,w000006,False,True,False,False,,few_keystrokes(0),,
238,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000007,1779022653.3752756,1779022773.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_008.json,0,0,onnx,w000007,True,True,False,False,few_events(0),few_keystrokes(0),,
239,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000008,1779022773.3752756,1779022893.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_009.json,0,0,onnx,w000008,True,True,False,False,few_events(5),few_keystrokes(0),,
240,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000009,1779022893.3752756,1779023013.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_010.json,0,0,onnx,w000009,True,True,False,False,few_events(0),few_keystrokes(0),,
241,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000010,1779023013.3752756,1779023133.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_011.json,0,0,onnx,w000010,True,True,False,False,few_events(0),few_keystrokes(0),,
242,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000011,1779023133.3752756,1779023253.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_012.json,0,0,onnx,w000011,True,True,False,False,few_events(0),few_keystrokes(0),,
243,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000012,1779023253.3752756,1779023373.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_013.json,0,0,onnx,w000012,True,True,False,False,few_events(0),few_keystrokes(0),,
244,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000013,1779023373.3752756,1779023493.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_014.json,2,0,onnx,w000013,False,True,False,False,,few_keystrokes(0),,
245,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000014,1779023493.3752756,1779023613.3752756,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_015.json,10,0,onnx,w000014,False,True,False,False,,few_keystrokes(0),,
246,session_20260517_134333_aeb7dc,browser_mp8quvqu5u5czy,browser_mp8quvqu5u5czy,w000015,1779023613.3752756,1779023613.6599777,data\session_20260517_134333_aeb7dc\data_graph\data_graph_120s\graph_016.json,0,0,onnx,w000015,True,True,False,False,few_events(0),few_keystrokes(0),,
247,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000000,1779120948.3052857,1779121068.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_001.json,23,1,onnx,w000000,False,False,False,False,,,,
248,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000001,1779121068.3052857,1779121188.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_002.json,17,0,onnx,w000001,False,True,False,False,,few_keystrokes(0),,
249,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000002,1779121188.3052857,1779121308.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_003.json,15,1,onnx,w000002,False,False,False,False,,,,
250,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000003,1779121308.3052857,1779121428.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_004.json,7,5,onnx,w000003,False,False,False,False,,,,
251,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000004,1779121428.3052857,1779121548.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_005.json,11,1,onnx,w000004,False,False,False,False,,,,
252,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000005,1779121548.3052857,1779121668.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_006.json,16,1,onnx,w000005,False,False,False,False,,,,
253,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000006,1779121668.3052857,1779121788.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_007.json,14,2,onnx,w000006,False,False,False,False,,,,
254,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000007,1779121788.3052857,1779121908.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_008.json,15,8,onnx,w000007,False,False,False,False,,,,
255,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000008,1779121908.3052857,1779122028.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_009.json,20,1,onnx,w000008,False,False,False,False,,,,
256,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000009,1779122028.3052857,1779122148.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_010.json,17,1,onnx,w000009,False,False,False,False,,,,
257,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000010,1779122148.3052857,1779122268.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_011.json,19,1,onnx,w000010,False,False,False,False,,,,
258,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000011,1779122268.3052857,1779122388.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_012.json,22,1,onnx,w000011,False,False,False,False,,,,
259,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000012,1779122388.3052857,1779122508.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_013.json,21,1,onnx,w000012,False,False,False,False,,,,
260,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000013,1779122508.3052857,1779122628.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_014.json,21,2,onnx,w000013,False,False,False,False,,,,
261,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000014,1779122628.3052857,1779122748.3052857,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_015.json,24,1,onnx,w000014,False,False,False,False,,,,
262,session_20260518_171548_c29868,dem,browser_mp03ekmbeazr37,w000015,1779122748.3052857,1779122748.3654711,data\session_20260518_171548_c29868\data_graph\data_graph_120s\graph_016.json,0,0,onnx,w000015,True,True,False,False,few_events(0),few_keystrokes(0),,
263,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000000,1779126388.7612658,1779126508.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_001.json,5,1,onnx,w000000,False,False,False,False,,,,
264,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000001,1779126508.7612658,1779126628.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_002.json,5,0,onnx,w000001,False,True,False,False,,few_keystrokes(0),,
265,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000002,1779126628.7612658,1779126748.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_003.json,3,0,onnx,w000002,False,True,False,False,,few_keystrokes(0),,
266,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000003,1779126748.7612658,1779126868.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_004.json,16,1,onnx,w000003,False,False,False,False,,,,
267,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000004,1779126868.7612658,1779126988.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_005.json,6,0,onnx,w000004,False,True,False,False,,few_keystrokes(0),,
268,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000005,1779126988.7612658,1779127108.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_006.json,3,0,onnx,w000005,False,True,False,False,,few_keystrokes(0),,
269,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000006,1779127108.7612658,1779127228.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_007.json,2,0,onnx,w000006,False,True,False,False,,few_keystrokes(2),,
270,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000007,1779127228.7612658,1779127348.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_008.json,0,1,onnx,w000007,True,False,False,False,few_events(0),,,
271,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000008,1779127348.7612658,1779127468.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_009.json,21,3,onnx,w000008,False,False,False,False,,,,
272,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000009,1779127468.7612658,1779127588.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_010.json,20,0,onnx,w000009,False,True,False,False,,few_keystrokes(0),,
273,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000010,1779127588.7612658,1779127708.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_011.json,14,6,onnx,w000010,False,False,False,False,,,,
274,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000011,1779127708.7612658,1779127828.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_012.json,0,0,onnx,w000011,True,True,False,False,few_events(0),few_keystrokes(0),,
275,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000012,1779127828.7612658,1779127948.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_013.json,3,0,onnx,w000012,False,True,False,False,,few_keystrokes(0),,
276,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000013,1779127948.7612658,1779128068.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_014.json,11,0,onnx,w000013,False,True,False,False,,few_keystrokes(0),,
277,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000014,1779128068.7612658,1779128188.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_015.json,18,0,onnx,w000014,False,True,False,False,,few_keystrokes(0),,
278,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000015,1779128188.7612658,1779128308.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_016.json,14,0,onnx,w000015,False,True,False,False,,few_keystrokes(0),,
279,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000016,1779128308.7612658,1779128428.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_017.json,16,7,onnx,w000016,False,False,False,False,,,,
280,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000017,1779128428.7612658,1779128548.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_018.json,11,8,onnx,w000017,False,False,False,False,,,,
281,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000018,1779128548.7612658,1779128668.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_019.json,13,16,onnx,w000018,False,False,False,False,,,,
282,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000019,1779128668.7612658,1779128788.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_020.json,6,15,onnx,w000019,False,False,False,False,,,,
283,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000020,1779128788.7612658,1779128908.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_021.json,10,1,onnx,w000020,False,False,False,False,,,,
284,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000021,1779128908.7612658,1779129028.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_022.json,11,4,onnx,w000021,False,False,False,False,,,,
285,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000022,1779129028.7612658,1779129148.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_023.json,15,2,onnx,w000022,False,False,False,False,,,,
286,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000023,1779129148.7612658,1779129268.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_024.json,7,6,onnx,w000023,False,False,False,False,,,,
287,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000024,1779129268.7612658,1779129388.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_025.json,3,9,onnx,w000024,False,False,False,False,,,,
288,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000025,1779129388.7612658,1779129508.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_026.json,12,1,onnx,w000025,False,False,False,False,,,,
289,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000026,1779129508.7612658,1779129628.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_027.json,11,1,onnx,w000026,False,False,False,False,,,,
290,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000027,1779129628.7612658,1779129748.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_028.json,10,15,onnx,w000027,False,False,False,False,,,,
291,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000028,1779129748.7612658,1779129868.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_029.json,8,14,onnx,w000028,False,False,False,False,,,,
292,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000029,1779129868.7612658,1779129988.7612658,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_030.json,8,17,onnx,w000029,False,False,False,False,,,,
293,session_20260518_184628_9851e6,dem,browser_mp03ekmbeazr37,w000030,1779129988.7612658,1779129989.029703,data\session_20260518_184628_9851e6\data_graph\data_graph_120s\graph_031.json,0,0,onnx,w000030,True,True,False,False,few_events(24),few_keystrokes(0),,
294,session_20260518_212527_225c72,dem,browser_mp03ekmbeazr37,w000000,1779135927.5924158,1779136047.5924158,data\session_20260518_212527_225c72\data_graph\data_graph_120s\graph_001.json,1,1,onnx,w000000,False,False,False,False,,,,
295,session_20260518_212527_225c72,dem,browser_mp03ekmbeazr37,w000001,1779136047.5924158,1779136167.5924158,data\session_20260518_212527_225c72\data_graph\data_graph_120s\graph_002.json,1,1,onnx,w000001,False,False,False,False,,,,
296,session_20260518_212527_225c72,dem,browser_mp03ekmbeazr37,w000002,1779136167.5924158,1779136287.5924158,data\session_20260518_212527_225c72\data_graph\data_graph_120s\graph_003.json,5,0,onnx,w000002,False,True,False,False,,few_keystrokes(1),,
297,session_20260518_212527_225c72,dem,browser_mp03ekmbeazr37,w000003,1779136287.5924158,1779136407.5924158,data\session_20260518_212527_225c72\data_graph\data_graph_120s\graph_004.json,16,0,onnx,w000003,False,True,False,False,,few_keystrokes(4),,
298,session_20260518_212527_225c72,dem,browser_mp03ekmbeazr37,w000004,1779136407.5924158,1779136527.5924158,data\session_20260518_212527_225c72\data_graph\data_graph_120s\graph_005.json,9,1,onnx,w000004,False,False,False,False,,,,
299,session_20260518_212527_225c72,dem,browser_mp03ekmbeazr37,w000005,1779136527.5924158,1779136647.5924158,data\session_20260518_212527_225c72\data_graph\data_graph_120s\graph_006.json,4,0,onnx,w000005,False,True,False,False,,few_keystrokes(0),,
